Sample ID	shannon
#q2:types	numeric
E062	2.6989490967695
E063	3.72235986864472
E064	3.74458585951533
E065	2.70948132250388
E066	3.51882303366858
E067	2.16574687173072
E068	2.13316819675746
E069	0.544849322557844
E070	2.08193449514227
E073	2.98415704935789
E074	3.45595653960049
E075	3.49887204304669
E076	3.11588166773333
E077	1.87592446434953
E078	3.00936863965071
